Text,Sentiment
"I will swing WFC, ATI, and FCX Short.",negative
AAP really looked like a B trap fri- to open.. Trade Strong,positive
"BAC No selling Target, Will sellwillit stop to move up. Will Just raise my Stop Step by Step till it will be triggered !",positive
user: TJX TJX. Fresh All Time High & plenty of support nearby.  ,positive
Keep going up GPN.  Open up an even better put buying spot.,negative
HZNP looks to be setting up for a breakout on volume  ,positive
"MTG those trapped in here should actually be thankful the company diluted on everyone, otherwise it'd be back down to 2 lol",negative
NG signs deal AMP ETF inches forward with holdings of companies in NG SO DIG WTI OI OI CO,positive
BAC Keep Overnight for Swing !,positive
"AAP Someone please mention a rumor and your analysis.. if your hoping for a stock to perform, your not doing your homework. #study",positive
SWFT Trend well in tact here. Now confirming the move. Other set ups I like:   ,positive
MS ready to crack. All technicals read bearish. Holding long Apr 22 puts.  ,negative
Shorting Delta Airlines in the morning. Flying way too high for its performance - pun intended!  DA,negative
"Eyeing ADBE as a possible short set-up, would like to see a little more downside volume first.",negative
PHM Nice ooking Cup & Handle with a pivot of 21.6 when it breaks this resistance on volume go long  ,positive
V Cleared this consolidation channel today. Setting up for higher prices.  ,positive
GW Corning Set To Emerge From 18-Month Base  ,positive
GD SV FCX AY ABX NEM - Gold price falls below  1.600 lower demand for shelter  ,negative
"ANA strong start, like it over 8.70",positive
IDTI like it over 7.41-42,positive
"ACAD trying to go higher, needs a followthru here",positive
AN get back down here!!! so silly.,negative
Today's Watchlist for ONG Stocks: JASO; ZIOP; VHC; SNFCA; TS  #stocks #trading,positive
AAP kumo - :)~ earjet no kumo twist  ,negative
Oil & gas equipment and svs stocks continue to show S: FTI TTI OII,positive
"SAVE flying high the last few weeks, time for lower altitudes More picks at   ",negative
VS needs over 56....  ,positive
BAC Just let digest the news with a pullback... after we should Slowly rally...,positive
EDS ock on again. P 13.39%,positive
"OWW through 5.70, possible move to 5.90-6",positive
ASTX popping out of downtrend/mini wedge   ,positive
FEIC is approaching new all-time highs,positive
"THX posted the other day, may be getting ready   ",positive
EVC user missyaubaby  I'm short from ytd and today.  ,negative
M 5 min flag.   ,positive
"I'm now out, but congrats to those who took this trade. Honestly not a hard decision to make. V   ",positive
"I like F and I like INTC, but I just sold them both to triple my PGH in one of my retirement accounts.",positive
"GPN nice intraday flag here, trying over 6.10",positive
"HCA still a picture of perfect health, up six days straight, nice trend  ",positive
"BYD already made a big move but flagging well here, may be worth a shot long over 8.16",positive
What's larger: Cash on the sidelines waiting for pullback to buy stocks? or Cash on sidelines waiting for an AAP product line refresh?,positive
SHD now trading under 200D Moving-Average    ,negative
bought a little MT Domestic Drones are inevitable!,positive
AIG show us something!!!   ,negative
eally considering adding some of those water utility names. WT AWK MSEX YOW SJW AW CWT Might pick 3 or so. ike the divi's,positive
"PO covering some here, possible pullback to 24ish",negative
"NTS another one that looks very strong right now. Buy over 55.25, tgt 56 then 58. user  ",positive
Added bear call spread in STJ at Apr20 43/45 level for potential 12% gain.,negative
"DNDN grow wings you pig, 50 million shorts going to start covering soon enough",positive
"XCO SD Staying patient here, not adding anything until market pulls back.  Will let my positions run if the market continues to take off",positive
user DNDN has always been a name to buy when things look the ugliest,positive
OAS market cap is in the sweet spot for a takeover bid,positive
BAC Add some on the pullback if my 12.22 order is fill,positive
OAS heading back to new 52 week highs,positive
AAP broke trend,negative
ooking for SPX ATH soon. That's my thought if I don't use my brain. Has worked like this most  times then why mess by using my brain AAP,positive
OWE STOP in FMD to 5.26 20ma.,negative
"NFX Almost time to short this puppy?  These multiples are ridiculous, it is basically an online Blockbuster, that is trying to make films",negative
It's rare for AMZN to not rally in a holiday shortened week. Think last Thanksgiving was an exception.,positive
EDS Solid day agin for this one. I like jumpy stocks.,positive
AAP going back to OD,negative
CAT green to red soon.,negative
"DNDN, nice 5 minute green volume bars, lows in",positive
BA continuing it's run   ,positive
an epic ms collapse would be ideal and appreciated this afternoon.,negative
BAC Big Block on 2,positive
GOOG still under ma10...just a few more days,negative
"BWD, stepping in short. I do not see the necessary volume to take this past 86.5. Set tight stops  ",negative
 easy look at last 3 yrs annual income data:  ,positive
NAN Spring loaded (ascending triangle)  SI strong here.  20.00 now key.  Others I like: AX DDD (MACD) VMW  ,positive
Watch NKD here. Selling volume has been picking up and it's now below its 20 day moving average. Candle still needs to close.,negative
"NFX 10days ago gave you 10 short then orange dot buy called for 10 up ,DONE ! easy as streaming  ",positive
Smart traders taking your money! GPN,negative
well no complaints at this point regarding the 185.72 bid in NFX :),positive
"AMZN daily,I have added arrows to buy signals each day target still 263+ no doubt will get there.   ",positive
"BYD triggered, 8.10 stop, 8.25 1st tgt",positive
markets at the highs of the day. spy  ms still chopping around.  ridiculous.,negative
KCG back in at 3.8 :) ,positive
"BYD next tgt 8.35, not sure if it has the mojo, 815 stop",positive
"BAC Big Boy, Buy Big Block under... on 2 ;-)",positive
NFX uggh! the one put (May 2013) I had might get wiped out - to exit of double down?,negative
"ANAC is toast, no volume, free fall from here.  Nice run while it lasted, time to close some gaps.",negative
MSFT - A Spanish group sues Microsoft to the European nion,negative
AAP I bought  431.79 on March 14th. The spx was  1563 that day and it's now  1563. I'm +6.88% and you guys are bearish? come on man!,positive
"Those were pretty looking breakouts on MA and V.  I was skeptical last week, but I'm on board now. et's see where they land.",positive
NVDA remains trapped between the 50SMA and the 200SMA. Slow sto trying to recover & cross over.  ,positive
ANAC come on up to me so I can short you more,negative
"AMZN - Bearish Divergence, H&S, and 10EMA looking to possibly cross 21EMA. Might have to wait for SPY to top first",negative
"AMZN  Bearish Divergence, H&S, and 10EMA looking to possibly cross 21EMA. Might have to wait for SPY to top first",negative
MA  MAJO BEAISH DIVEGENCE(NOW CONFIMED ON MACD-AS WE AS SI). DECEASING VOME.,negative
8 Notable 52wk HIGHS By Desc % Price Delta [EOD20130326] KS CBI OII APC FT BEN AW YN  ,positive
AMK a bear flag to keep an eye on for anyone interested in a short  ,negative
"Shorting GM and TSA once again.  TSA At the high end short term over bought, channel continuation or right shoulder falling H&S...",negative
V total animal #VISA AXP MA who needs cash? #deleverage deleveraging! XF  ,positive
G same pattern as HIMX developed at 4.00 will start buying a position for the next move up - this one is not done by any means,positive
AIG - on watch for tomorrow.   ,positive
PFE break out.. Pay attention to rising wedge.  ,negative
BID -puts were active yesterday going out to Jan  ,negative
AAP 458 PM good start for the bear :),negative
FAN worse and worse in premarket trading even if it's on low volume,negative
MNK long above 3.50,positive
ooks like Cliffs is falling off a cliff right now. Geronimo!!!! CF,negative
MSFT - The news of the new Microsoft Windows Blue  ,negative
GID like it over the high,positive
AN is at least gonna sink to 7.60.,negative
A close above 197 on NFX and it gets into the next orbit that can take it to around 225 eventually.,positive
"if AAP runs up before earnings it will drop on disapointment or even a small miss, if we stay below 490 it will POP",positive
"GEVO nice start on ok volume, looking for entry",positive
"GID working, 46.50 1st tgt",positive
Short CF and MMM,negative
"OAS, perfect opportunity to the buy the dip on this name. NG higher",positive
"BBY trying some short here, high of day stop",negative
"GID reached my 1st tgt, 46.75 nxt",positive
"OAS wants to climb, this dip is a gift",positive
"CHTP nice bounce off 2, looking for followthrough here",positive
"GID still acting well, 46.20 stop on rest",positive
AAP below 557 has led to downside follow thru. i have 452 as my 1st support,negative
"FIO barely red, this stock due for one of it's famous rips higher, keep an eye, I bought some yesterday",positive
i'm amazed that ms is holding up in this tape.  thought for sure once it hit below 22 this morning it would tank.  wrong again.,negative
DV time to move South. More picks at   ,negative
emember: ASTM need to raise money soon. At this point things are getting difficult. everse Split here too?,negative
"GID taking more off on this pop here, just dont like the volume, leaving last piece for a move to 47ish",positive
Failing on a 30-minute AAP #Apple NDX QQQ fake-out on daily  ,negative
"GOOG short, 804.20 stop on rest",negative
SCHW - this 17.20 level is a 50% pullback from Feb. low - we added a pretty decent chunk here - looks scary - buy fear,positive
"MNKD flagging nicely, like it over 3.39",positive
GOOG tightening stop on rest - 803.2,negative
"GEVO 1st tgt 2.30, 220 stop",positive
"ES_F ule of thumb is that former momo names need 3 years to reset from top to the next bottom, former popped junk like NFX best short",negative
AMK a nice short below 3.99  ,negative
JCOM - new all-time highs after consolidating its earnings gap for a month or so  ,positive
KS looks ugly to me. A close below 106 and its headed below 100.,negative
"MNX  Bullish pattern, confirming: (break out mode) Also like here:  NAN SCA GDOT VMW PAY  ",positive
AAP 10 SMA about cross above 50 SMA; hasn't been above since October.  ,positive
"EPS 1st tgt 7.45-50 if it can bounce here, possible extension to 8 later",positive
JCC long overnight 1.78 -1.80,positive
"The pattern in DNDN reminds of HGSI, everyone threw in the towel & then they received a nice takeover bid with huge premium out of nowhere",positive
"FIO, someone needs to dig up the Wizard of Woz & put him on CNBC again. He always gets the stock running. Bought stock yesterday",positive
"EPS hit my 1st tgt, 7.65-70 next",positive
SHOT AO  38.99,negative
"C should pop of this level, stop under lows if wrong",positive
"EPS still think there is a better than 50% chance it tags 8, but moving stop on rest to 7.35",positive
"NG NG_F finally taking off here, KWK XCO SD all these stocks are lagging the move in Natural Gas here, think these have a 10% up move",positive
"NG Increasing natural gas prices not exactly great for Cheniere, even if they are just a toll gate.  owers the arbitrage potential...",negative
BAC WFC in the hole finally.,negative
AAP this thing going for 450,negative
MCP new 52-week low here.  eminds me of coal stocks ACI AN CF WT BT JCC,negative
"GOOG 801ish 1st tgt, 803.20 stop",negative
GTAT - breakout entry above 3.03  ,positive
HG is hovering near all-time highs  ,positive
NFX weekly 190 puts in play,negative
Darn it we missed BSFT short.,negative
EPS made a quick 10 min trade 7.52-7.73.  looks like might of jumped out too early might pass 8.00,positive
GS whoop that was it the 38.25 fib line.,negative
GNW expecting this consolidation flag to resolve soon:  ,positive
"CF Shifting on the 15 minute intraday, suspect to trade OWE - careful shorting lows, backs and fills. Disclosure: Short CF",negative
M breakout gap held - 60 min. ong 1/2 position post EPS. Back in J calls w/ profit preEPS  ,positive
CF trying to bounce here 191.50ish 1st tgt,positive
CF taking some off here close to 19150,positive
"AMZN long I have posted for days hits target today for nice 11+  gain, just sharing what it simple  ",positive
"VTX ..working a flag just above downtrend line breakout, looks higher   ",positive
AAP has made no attempt to fight this sell off,negative
ONG CF here  18.30.,positive
"CF still in a flag here, not sure how much mojo it has, but hoping for a move to 192 or so from here",positive
"CF finally, looking for 141.80-90 next tgt",positive
GEVO taking half off 2.29,positive
"GS I think the odds on play is probably for higher prices, in due time.  ",positive
On a technical basis NVDA is ready to break its 200SMA. Some technicals are turning up here.  ,positive
BAC Thursday will Close Around 12.50 IMO (Opex),positive
"HTZ great move to new highs out of that triangle, very strong  ",positive
"PKG three back to back strong days, good volume too, very nice move  ",positive
added to my AAP long,positive
"TGT, searching for shorts, took a small put pos. for a quick trade, just to scratch that itch.  ",negative
HOS Out of the triangle!  from  ,positive
"AMK broke untested support line of flag (can be adj), but holding prior retracement low (no pstn)  ",negative
HEK Cup and handle formation just dying to pop!,positive
When we drop expecting a 8-10% correction   SPX ES_F SPY QQQ IWM NDX AAP,negative
user: When we drop expecting a 8-10% correction   SPX ES_F SPY QQQ IWM NDX AAP,negative
"CX is a good short here at 87.30.  P/E too high, hitting upper trendline  ",negative
otten aapl   spy,negative
CO had this on the list for break of 7.00 and risk was too much so no buy man I missed a good one - low volume deterrent caused the miss,positive
JCP 38.24% short float,positive
XONE beat the expectations tomorrow will be a 3D day DDD SSYS,positive
ONG Setups: CF SPT DDD CZ AMI APA AXN ANIK CVT  ,positive
SHOT Setups: AAP GOOG BBY  ,negative
"EXPE not looking too good after breaking the uptrend, watch your fib retracements on the way down  ",negative
"CEN just giving everybody more buying opp IMHO, magnet rip to 100 on deck  ",positive
IBM cant wait for test of 205 then 200 it;s coming who u fooling,negative
"ock star Direct TV DTV continues to power higher, now up 14.3% since March 11 in the long term portfolio!   ",positive
Should I short PXD at the open for a BearishBuck?,negative
user Time and time again revenues slow down for hot stocks like lulu and they bend over to hide the real cause.,negative
Thinking NAV short. osing money and borrowing more.,negative
CM insider sells 1M worth of stock every week  ,negative
"This been good to us since Feb DECK now waking up again, your on #DECK #DECKES  ",positive
NKD looking distressed. Anticipating a gap down in the coming days. Closed off of it's today & up on declining up volume again.,negative
 thinking out loud. 50 mva sub 200 mva- done. Bottoming tails at 61.60 providing obvious stop. Catalyst higher? 29% short interest.,positive
of some of the most watched biotechs AMGN looks to have the most room to go higher. CEG VX AGN BIIB look very close to stall speed.,positive
COST looking to go higher.,positive
MWIV looking to go higher.,positive
oh GID poised to go higher. almost forgot this one.,positive
Watching these a little more closely (again) after today's action:  BID DECK COST Others:  MNX VMW NAN TXH  ,positive
"no position for me, my boss took his 1st in position in a long time (short BBY) so maybe contrarian thesis here i am short GME tomorrow",negative
Could this false breakout on BAC take us down to 11 ?   ,negative
NVDA has started to bounce & broke out from a falling wedge closing above resistance 12.6 level  ,positive
TSO Keep this small Cup with Handle on your watch list. Breakout watch over 60 on volume.  ,positive
ADM Volume is picking up again. Next buy when clears 33.13 on volume.  ,positive
GPN Stock price finally broke out one of the most important resistances in the short term at 6.17   ,positive
"user benrab no position ever, no payment ever, just trying to explain the fraud that is likely zagg. Deny it at you're own risk.",negative
"Trying to finish a post on zagg that, if it doesn't move you to sell everything, proves you are in complete denial and/or over your head.",negative
MOS long  ,positive
"OC long, todays ultra small range, inside & following yest hammer, has my attention...lets watch  ",positive
"VITC long, higher lows with highs stuck at 20 & 50SMA zone, c if it clears & prints a .30 candle  ",positive
"My SHOTS, various strats, AXDX CMCO DGIT D ECYT EPIQ GDD GMAN ICGE IDIX MXW OME PETS ECN SCMP SGI SIMO SNFCA",negative
"HZNP first step 3,5",positive
o-Hi Setups: MNKD DVAX ANAD ATM AZK BEE DANG GEVO HN MTO PG PPC SVM SAT  ,positive
New ong entry - IBM Big Blue Flashes Green -  ,positive
GOOG will add to this short position when breaks 3/18 lows on volume (winning trade)  ,negative
It's fair to say trendfollowers who where short PX at the close yesterday will be having a very uncomfortable day today.,positive
Will short 300 shares of PXD at the open for a #BearishBuck.,negative
DN looking for a move over 10.60,positive
"Hit stops, out of AAP longs from yesterday. Falling knife??",negative
"AAP there it goes, peeling some here",positive
HAO like it on a pop over 6 w vol,positive
"ZNGA Short Week, elease of eal Money Gaming in K on April 1st after expiration of FB Contract. Should be a nice gap up next week. 4.00",positive
PX taking some off here 15.95,positive
GOOG AAP short positions for days paying off nicely 30+ gians VIDEO   ,negative
DN trying to push through 10.60,positive
"SPW Still climbing after yesterday's gains.  I love buying panic, cheap shares.",positive
SGN time to book some profits. More selections at   ,negative
AMK breaking below yest's lows & below prior infliction pt low. Illiquid stock  ,negative
"MTG.. got a little long yesterday, like the orderly pullback/consol. after the big rip,target 6  ",positive
"SWI good follow-through to yesterday's bounce from support, ideally would like volume on upside now  ",positive
EAT is hungry for all-time highs today.,positive
keep an eye on CAI.   we are long from 3.95 and it is setting up well for earnings on 4/2.,positive
"HTZ another break to new highs with follow-thru, nothing bearish in any of these, follow the trend  ",positive
"S continues to work well, big breakout, retest, and follow-through, and all on good volume  ",positive
"DECK all on deck as the shorts scramble to cover - pop, pop boom!! uckly they don't wear ggs in Cyprus",positive
HEK still waiting for the breakout above 4. 10ema is support down at 4.2.,positive
SEV from yest post/entry out 100% +.20,positive
JB IDTI lookn for a trade,positive
good stuff for TSA here  ,positive
OC XX also watchn for a long,positive
user: CEN nice orderly channel. setting up for higher prices IMO. volume confirmation of course.  ,positive
CSOD  Expands Presence in Public Sector to Drive Continued Momentum  ,positive
OWEED STOP IN FCX to 33.12.,negative
TSO on the move. Breakout watch over 60 on volume.,positive
VNG getting more 2.80 thats bottom,positive
"GOOG puts worked today, and so did CEG calls    (V options +100% this week)",positive
NN looking quite bearish at the moment.,negative
NG bearish action today looking like a top as nat gas jumps.,negative
SCHW - we added more to the long today,positive
"SGMO current 1st target is 10.03, and second is 10.32. Darn it.",positive
AIG in 38.50 w Put  target around 37.90,negative
GOOG  ?Qu? esperas para caer de una vez?,negative
"GOOG  Dont you see what is AAP doing? Fall Fall, damn it....",negative
AAP big time drop today on a day when market is up SPY,negative
"GOOG in the 795 puts for .55, AAP is Crashing!",negative
GOOG Slipping!,negative
"GOOG  The leaders move first and then the index follow, and not the other way around...",negative
GOOG New OD!,negative
GOOG and AAP  they want out for April earnings?,negative
AAP Support at 442ish and then gap fill below.   ,negative
VVS pop with volume,positive
user: AAP trying to bottom soon.  It may take 1-2 wks with a target low of 430-440.  ,positive
Watch APC under 88.,negative
APC weeeee,negative
"GOOG both FB and AAP down almost 2%, trap door coming for the GOOG!",negative
"DE putting in a bearish engulfing so far, probably needs to test the 200 day ma   ",negative
"user: GOOG next stop 750 area ?~~First has a date with the 50 SMA - EMA, if it goes below that then you?ll be right",negative
MA daily had red dot but will confirm it with cross of PWmo2 white.  ,negative
 we all know what happens to broken momo plays right?,negative
AAP trying short here,negative
bought some SAAS on breakout with volume,positive
NVDA looks super coiled and nice,positive
VNG Just bought this on a whim at 2.83 this AM... Wow. What a pick. ZNGA same thing will happen... hold on longs.,positive
any news here? EBAY,positive
VNG was so nice so quick almost too quick but not fast enough nailed 3.10+ sells still holding some looks great -everyone will love it now,positive
"Green Weekly Triangle on JB,.....Scaling p on ong Position  ",positive
"I will short CAT under 86.65., I also like CAM short.",negative
VNG took some offt table from 2.75 longs today at 3.20 - still holding big part overnight too,positive
APP on a tear. Great short-squeeze play.,positive
AAP please fasten yor seatbelts and enjoy the ride....,negative
AAP... you're going to have a tradable bounce on the heels of this post-triangle breakdown.,positive
"sky rockets in flight, afternoon delight EBAY",positive
"BBY It was interesting to hear on CNBC that there are big companies interested in this company, including Microsoft, Amazon,.. AMZN MSFT",positive
"user I'm an analyst, after/while I analyze zagg, I know for a fact it is a dog with fleas. I know much more than you, trust me.",negative
AFFY iftoff Short squeeze?,positive
EBAY Management should be fired on that comment alone. What were you waiting for knuckleheads,positive
"AFFY 30 just two months ago, intrinsic value in the IP and 400M in back tax losses.",positive
DDD shows support at 30 good buy along with XONE PCP PB DASTY ONVO CIMT which mentioned yesterday was nice entry 3D imaging=Future,positive
AAP China intensifies attacks on Apple   ,negative
"AFFY looking for a double like PX here, 75% shrs shorted just like PX.",positive
On the other hand u have AMZN who is takg the baseball bat approach to building the moat They have no fear doing that Invest Jeff Invest!,positive
ONVO I think we're all waiting for a little dip DDD was a nice entry yesterday OC Apr 20 call options a few days ago at 32 strike,positive
Why are more people not talking about this China News??? Big Deal Imo! AAP China intensifies attacks on Apple  ,negative
BBY Downgraded by GS... SE,negative
AEG and DECK if anyone can find shares. Good Shorts imo.,negative
AAP (daily) Three Black Crows and 50 (ema) teaming up**  ,negative
Milwaukee's CAT to lay off 300 employees in So. Mke branch  ,negative
user: user: AAP (daily) Three Black Crows and 50 (ema) teaming up**  ,negative
AAP Full Stoch analysis yesterday   ,negative
"S hmmm, I dunno, I think this has some upside, what do you think?  ",positive
"CXW this stock is so underowned and played, nice breakout setting up here  ",positive
AFFY un to DOBE continues,positive
Major game consoles now stream 6 month old games at heavily reduced price.There won't be any need for physical used games anymore. GME to 0,negative
VMI GOOG punch below bottom BB. both are ridiculously oversold imo.,positive
BAC is like watching a plant grow ;-) But my DO.to position is up 2.75% today !!!   :),positive
AAP China news will Catch Fire this weekend just watch!,negative
VNG going to more hod's this is great so long under 3.00 thanks for following,positive
DECK just like magic.,negative
BAC OPEX in Work !!! ,positive
oh APC....,negative
Full Analysis Blog Post from yesterday Watch That 50! (EMA) - AAP   ,negative
VNG I bought at 2.78 then went to bathroom just like any normal day came back and at 3.27 - what a poop lol,positive
"CSN,....Descending Triangle Formation, please check any adding on position open, Akstergi .......  ",negative
"user check my post about CSN, it is for you",negative
"ast wave of gaming consoles was released Nov '05 - Nov '06, look at GME price that year and the year after",positive
"GM, DA and TSA shorts all did well today in an up market.  Tell's me these were good choices to short.",negative
MS long very close to my stop of 21.50. Not looking good on this one. ooking back I broke my long-side rule of solid earnings delivery.,negative
Winners today in my long term portfolio: SP XV MGK BO COH IBM EWH  ,positive
"V looking extended here, could pull back 15 - 20 dollars.  Strong company though, too dangerous for me to short me thinks.",negative
AAP ..final shakeout before earnings?  long and using tight stop of 437 or its toast    ,positive
"user NOV went up nicely this week, no doubt.  Not the only story in the market...no reason to be here...move on.  Pick another stock.",negative
NVDA confirmed my previous analyse & broke decisively above its 200SMA. Bullish setup  ,positive
AD Next buy point would be on the day it blows through 1.95 on heavy volume.  ,positive
ASTX Daily technical indicators are bullish. Breakout watch over 4.58   ,positive
VNG allied hard Friday w volume.If it clears back over 3.43 50SMA may have some good upside  ,positive
ooks ready to make new highs. 9&20 SMAs are both rising w S trading above them. Breakout over 6.22  ,positive
With strong cash position/margins improving/ 0 debt & new devices being launched BBY is definitely a takeover candidate CSCO AMZN INTC,positive
"My Fox Business appearance yesterday.  Still bullish NFX, GMC, CST.   ",positive
KWK This deal gives Quicksilver ample liquidity for expanded production going into 2H 2013 & early 2014.This is a 4-5 stock trading ~ 2,positive
VNG let this V run up next week to the mid 4's or higher. I will sell & jump back in when falls the next few weeks. Been in this too,positive
Identified this topping pattern wks ago(  )  Here is the AAP / GOOG  update  ,negative
Next week a nice pull back to 438 on AAP and 787 on GOOG could really set the QQQ up for it's run over 70.,positive
SBX As long as the 50EMA holds on a closing basis at 55.89 I remain bullish.   ,positive
MSFT broke out of a major resistance Thursday and may be headed higher from here.  ,positive
INTC ooks ready to move higher from here. Buy point is at 22.02 (200EMA). Bullish setup.  ,positive
QCOM could test the recent highs if it breaks resistance at 67.2 on strong volume  ,positive
STZ Nice Bullish flag. Buy point is as the stock breaks over 47.82  ,positive
PM best setup if market can hold 100 roll  ,positive
"VOCS example on 5min, using COSE below 20ema NOT low for your stop, not traded but good for +.15  ",positive
Food Sector as always doing extremely well: PZZA DPZ JACK MCD CAKE,positive
"Judging from past 3yrs, expecting 10-k to be snuck in tonight or on Monday for JOSB. The suspense is killing me.",negative
How much did ZAGG pay Matt Barkley for this BS interview/endorsement????  via user,negative
"AMZN to buy book focused social network Goodreads (16M users, 23M reviews, 30K book clubs) for est 150M",positive
JCP actually looks decent with stop under recent low and possible retest of resist line  ,positive
Sizemore on Fox: Cashing in on the Echo Boomers - Sizemore Insights  ABT MJN BBBY KMB,positive
"Groupon evisited: New Mission, New eporting Issues ? Grumpy Old Accountants GPN  ",negative
"ANIK long 14.59 / .61, nice consolidation period, waiting for its day, past resist 15.27, 15.52  ",positive
 - any day now. When it gets below 61.60.   ,negative
JPM - not looking pretty here.   ,negative
 Weekly.Barely hanging onto double support area.Possible break this week after last week's rest  ,negative
"All things gambling looking pretty good here with March Madness, MGM VS WYNN",positive
IBM - above 215.90 there are some clear blue skies.... Also big part of DJIA making news highs.  ,positive
"JOSB 50% off on almost everything. Funny, they cited increased promotions as a big reason why gross margins were down...",negative
BCM Attempt #4!! hopefully it will make it this time!!CNBC/Analysts or some catalyst will help!!  ,positive
ADSK daily lined watching this one over 41.60 might continue   ,positive
BODY breakout on weekly over 20 and resistance trend line h/t user  ,positive
DE considering buying some put options...,negative
Happy Easter! SHOT Setups: CS ISG CF AN NKD OW MOH MTZ BI  ,negative
CAT may try to jump on the boat with some Put options here as well...,negative
JCC this will turn and be the darling agian up very big - I am OADING up down here - mark my words 1.75 - will re share at 2.15++ target,positive
"If AAP goes to over 451, I will go short. Still weak stock.",negative
MMM looks ready to break out. ooking to go long on minor weakness (105.50).  ,positive
AMZN - Closed over volume support inside of the descending channel and tested 50% retrace.  ,positive
BBT coiled up after finding support at 50/200 sma's after stress test results.  eports on 4/18  ,positive
"JCP In oscillating range, oscillators say over-sold, bounced on volume at pivot point, contracted B-Bands, i see a test of 16.50.",positive
"U.S. crude prices are on track to hit a new 18-year low Friday, putting the energy market on course for another bru????https://t.co/SYdekYg2aD",negative
Megabanks enjoy certain advantages in this weeks markets which the oil patch definitely doesn????t. https://t.co/jui3VoKr7Y,positive
"Heard on the Street: U.S. stock bulls should take a careful look at China, where the post-coronavirus rebound has b????https://t.co/Ct9zPe4ZGG",negative
China????s burgeoning market for bonds backed by mortgages and car loans is facing its first major test https://t.co/ywHrzgBm6r,negative
Selling your home to a computer was supposed to be the future. But that was before the coronavirus pandemic. https://t.co/3EK1wJSvFs,negative
A surge of Saudi crude is expected to worsen a U.S. supply glut as drillers and refiners cut output and storage spa????https://t.co/44Ndex9Qpz,positive
"China????s restrictions strand face masks, coronavirus test kits and other critical products bound for the U.S., State????https://t.co/2jAdokQBJj",positive
Shoemakers churning out masks. Auto giants manufacturing ventilators. This is how the private sector goes to battle????https://t.co/0OBG94I1yC,negative
"The Daily Shot: U.S. Crude Oil Trading Below $20, Near 18-Year Lows https://t.co/UBEtSOlk18",negative
"Another 5.2 million Americans filed for unemployment benefits last week, bringing the total seeking aid in a month????https://t.co/Aw9VhuWFUk",negative
Google will be ????ecalibrating????its focus and pace of investments in areas like data centers and machines???€?he compon????https://t.co/rl7UUQfOhg,positive
Another week of very high jobless claims means that April????s U.S. unemployment report could touch levels not seen in????https://t.co/VGcKC94O9c,negative
"Abbott Laboratories has what it takes to ride out the coronavirus crisis, not just because it happens to make three????https://t.co/buR8yptRsU",positive
"The White House has a low opinion of the World Health Organization, but restricting alcohol sales is an idea that d????https://t.co/gstcKFnLN9",negative
"France, Belgium, Greece, Austria and Spain are among countries whose regulators have barred bets on stocks sliding????https://t.co/POWpZjLAaN",negative
Debate over when to reopen the economy has left the impression that economists are at odds against epidemiologists???€???? https://t.co/a0nEveBVqW,negative
Canadian bankers expect a bond boom https://t.co/YR90HrnovU,positive
RT @bysarahkrouse: Story on Verizon's purchase of conferencing platform BlueJeans here: https://t.co/CfZo9K1Zoa,positive
Heard on the Street: Digital business models and health care are places to hide in a pandemic-induced recession. Eu????https://t.co/ijgQm4OFZS,positive
"Officials expect another surge as applications processed for newly-eligible gig-economy workers, self-employed https://t.co/FZZRxqmYl4",positive
"Heard on the Street: Investors are betting on IAC????s remodel, but just how quickly can the whole thing be fixed? https://t.co/COJsGVy9pH",positive
"Stock prices suggest a short recession with a swift rebound in corporate profits, while gains in havens signal worr????https://t.co/yN9DOmq8J0",positive
Online banking experienced delays as the federal government began depositing stimulus payments https://t.co/LLzl7NyfdL,positive
The first major national election of the coronavirus era offers new avenues to reform Korea Inc. https://t.co/OkGnUj3AY2,positive
Investors are anticipating new-home construction data and a Fed survey on manufacturing conditions https://t.co/KeFDcsHLTG,positive
BlackRock????s first-quarter profit fell 23% https://t.co/YLdaUS5Rbx,negative
"Heard on the Street: Wall Street got a big lift from capital-markets businesses in the first quarter, helping cushi????https://t.co/w8lQO17EPr",positive
"Retail sales fell 8.7% in March, the biggest month-over-month decline since the records began in 1992.https://t.co/IMsh5t8Ksh",negative
"Historically bad U.S. retail and industrial data for March mean April will be worse, digging a deep hole for the ec????https://t.co/1ymzmELEyR",negative
RT @djtgallagher: A cheap iPhone still has its place for Apple - especially now. For @WSJheard - https://t.co/zvZQDMlPNW,positive
"Heard on the Street: Bailout is probably the best aid package that airline investors could hope for, but it doesn????t????https://t.co/SSXOdZWbr0",positive
Saudi Arabia Markets Dollar Bond to Plug Spending Gap https://t.co/Qcidt8s2lq,positive
"Occidental Petroleum, which has sought to conserve cash as oil prices plunge, opts to pay Buffett????s dividend in sha????https://t.co/PlhH0dWEoR",positive
Dollar rallies as concerns about the economic impact of the coronavirus and the lack of a global policy response fu????https://t.co/urSIlVFS74,negative
Heard on the Street: Can????t get your hands on a Nintendo console to play Animal Crossing: New Horizons? You could al????https://t.co/l24tlufi8A,positive
"Paradoxically, the Fed????s success holds the key for further rallies in the price of gold https://t.co/lNHQOmqIac",positive
 https://t.co/8v5PfdJlDX via @WSJ",negative
"In areas where tanker-ship storage for oil isn????t readily available, producers could need to go to extremes to get r????https://t.co/secHR2Pscn",negative
